conflict_id,location,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,year,intensity_level,cumulative_intensity,type_of_conflict
224,Myanmar (Burma),Government of Myanmar (Burma),144,,MFL-MUF,188,,1,1951,1,0,3
224,Myanmar (Burma),Government of Myanmar (Burma),144,,MPF,189,,1,1952,1,0,3
224,Myanmar (Burma),Government of Myanmar (Burma),144,,MPF,189,,1,1953,1,0,3
224,Myanmar (Burma),Government of Myanmar (Burma),144,,MPF,189,,1,1954,1,0,3
224,Myanmar (Burma),Government of Myanmar (Burma),144,,MPF,189,,1,1955,1,0,3
224,Myanmar (Burma),Government of Myanmar (Burma),144,,MPF,189,,1,1956,1,0,3
224,Myanmar (Burma),Government of Myanmar (Burma),144,,MPF,189,,1,1957,1,0,3
224,Myanmar (Burma),Government of Myanmar (Burma),144,,MPF,189,,1,1958,1,0,3
224,Myanmar (Burma),Government of Myanmar (Burma),144,,NMSP,190,,1,1959,1,0,3
224,Myanmar (Burma),Government of Myanmar (Burma),144,,NMSP,190,,1,1960,1,0,3
224,Myanmar (Burma),Government of Myanmar (Burma),144,,NMSP,190,,1,1961,1,0,3
224,Myanmar (Burma),Government of Myanmar (Burma),144,,NMSP,190,,1,1962,1,0,3
224,Myanmar (Burma),Government of Myanmar (Burma),144,,NMSP,190,,1,1963,1,0,3
224,Myanmar (Burma),Government of Myanmar (Burma),144,,NMSP,190,,1,1990,1,0,3
224,Myanmar (Burma),Government of Myanmar (Burma),144,,BMA,191,,1,1996,1,0,3
225,Costa Rica,Government of Costa Rica,15,,National Liberation Army,725,,2,1948,2,1,3
226,"Hyderabad, India",Government of Hyderabad,2,,Government of India,141,,1,1948,2,1,2
227,India,Government of India,141,,CPI,178,,2,1948,2,1,3
227,India,Government of India,141,,CPI,178,,2,1949,2,1,3
227,India,Government of India,141,,CPI,178,,2,1950,2,1,3
227,India,Government of India,141,,CPI,178,,2,1951,2,1,3
227,India,Government of India,141,,CPI-ML,192,,2,1969,1,1,3
227,India,Government of India,141,,CPI-ML,192,,2,1970,1,1,3
227,India,Government of India,141,,CPI-ML,192,,2,1971,1,1,3
227,India,Government of India,141,,PWG,193,,2,1991,1,1,3
227,India,Government of India,141,,PWG,193,,2,1992,1,1,3
227,India,Government of India,141,,PWG,193,,2,1993,1,1,3
227,India,Government of India,141,,PWG,193,,2,1994,1,1,3
227,India,Government of India,141,,PWG,193,,2,1996,1,1,3
227,India,Government of India,141,,PWG,193,,2,1997,1,1,3
227,India,Government of India,141,,PWG,193,,2,1998,1,1,3
227,India,Government of India,141,,"MCC, PWG","193, 194",,2,1999,1,1,3
227,India,Government of India,141,,"CPI-ML-J, MCC, PWG","193, 194, 3946",,2,2000,1,1,3
227,India,Government of India,141,,"MCC, PWG","193, 194",,2,2001,1,1,3
227,India,Government of India,141,,"MCC, PWG","193, 194",,2,2002,1,1,3
227,India,Government of India,141,,"MCC, PWG","193, 194",,2,2003,1,1,3
227,India,Government of India,141,,"MCC, PWG","193, 194",,2,2004,1,1,3
227,India,Government of India,141,,CPI-Maoist,195,,2,2005,1,1,3
227,India,Government of India,141,,CPI-Maoist,195,,2,2006,1,1,3
227,India,Government of India,141,,CPI-Maoist,195,,2,2007,1,1,3
227,India,Government of India,141,,CPI-Maoist,195,,2,2008,1,1,3
227,India,Government of India,141,,CPI-Maoist,195,,2,2009,1,1,3
227,India,Government of India,141,,CPI-Maoist,195,,2,2010,1,1,3
227,India,Government of India,141,,CPI-Maoist,195,,2,2011,1,1,3
227,India,Government of India,141,,CPI-Maoist,195,,2,2012,1,1,3
227,India,Government of India,141,,CPI-Maoist,195,,2,2013,1,1,3
227,India,Government of India,141,,CPI-Maoist,195,,2,2014,1,1,3
227,India,Government of India,141,,CPI-Maoist,195,,2,2015,1,1,3
227,India,Government of India,141,,CPI-Maoist,195,,2,2016,1,1,3
227,India,Government of India,141,,CPI-Maoist,195,,2,2017,1,1,3
227,India,Government of India,141,,CPI-Maoist,195,,2,2018,1,1,3
227,India,Government of India,141,,CPI-Maoist,195,,2,2019,1,1,3
227,India,Government of India,141,,CPI-Maoist,195,,2,2020,1,1,3
227,India,Government of India,141,,CPI-Maoist,195,,2,2021,1,1,3
228,"Egypt, Iraq, Israel, Jordan, Lebanon, Syria","Government of Egypt, Government of Iraq, Government of Jordan, Government of Lebanon, Government of Syria","117, 116, 120, 119, 118",,Government of Israel,121,,1,1948,2,1,2
228,"Egypt, Iraq, Israel, Jordan, Lebanon, Syria","Government of Egypt, Government of Iraq, Government of Jordan, Government of Lebanon, Government of Syria","117, 116, 120, 119, 118",,Government of Israel,121,,1,1949,1,1,2
229,Malaysia,Government of United Kingdom,28,,CPM,196,,1,1948,1,0,1
229,Malaysia,Government of United Kingdom,28,Government of New Zealand,CPM,196,,1,1949,1,1,1
229,Malaysia,Government of United Kingdom,28,"Government of Australia, Government of New Zealand",CPM,196,,1,1950,2,1,1
229,Malaysia,Government of United Kingdom,28,"Government of Australia, Government of New Zealand",CPM,196,,1,1951,2,1,1
229,Malaysia,Government of United Kingdom,28,"Government of Australia, Government of New Zealand",CPM,196,,1,1952,2,1,1
229,Malaysia,Government of United Kingdom,28,"Government of Australia, Government of New Zealand",CPM,196,,1,1953,2,1,1
229,Malaysia,Government of United Kingdom,28,"Government of Australia, Government of New Zealand",CPM,196,,1,1954,1,1,1
229,Malaysia,Government of United Kingdom,28,"Government of Australia, Government of New Zealand",CPM,196,,1,1955,1,1,1
229,Malaysia,Government of United Kingdom,28,"Government of Australia, Government of New Zealand",CPM,196,,1,1956,1,1,1
229,Malaysia,Government of United Kingdom,28,"Government of Australia, Government of New Zealand",CPM,196,,1,1957,1,1,1
230,Yemen (North Yemen),Government of Yemen (North Yemen),123,,Opposition coalition,197,,2,1948,2,1,3
230,Yemen (North Yemen),Government of Yemen (North Yemen),123,Government of Egypt,Royalists,198,,2,1962,2,1,4
230,Yemen (North Yemen),Government of Yemen (North Yemen),123,Government of Egypt,Royalists,198,,2,1963,2,1,4
230,Yemen (North Yemen),Government of Yemen (North Yemen),123,Government of Egypt,Royalists,198,,2,1964,2,1,4
230,Yemen (North Yemen),Government of Yemen (North Yemen),123,Government of Egypt,Royalists,198,,2,1965,1,1,4
230,Yemen (North Yemen),Government of Yemen (North Yemen),123,Government of Egypt,Royalists,198,,2,1966,2,1,4
230,Yemen (North Yemen),Government of Yemen (North Yemen),123,Government of Egypt,Royalists,198,,2,1967,2,1,4
230,Yemen (North Yemen),Government of Yemen (North Yemen),123,Government of Egypt,Royalists,198,,2,1968,1,1,4
230,Yemen (North Yemen),Government of Yemen (North Yemen),123,Government of Egypt,Royalists,198,,2,1969,1,1,4
230,Yemen (North Yemen),Government of Yemen (North Yemen),123,Government of Egypt,Royalists,198,,2,1970,1,1,4
230,Yemen (North Yemen),Government of Yemen (North Yemen),123,,NDF,199,,2,1979,1,1,3
230,Yemen (North Yemen),Government of Yemen (North Yemen),123,,NDF,199,,2,1980,1,1,3
230,Yemen (North Yemen),Government of Yemen (North Yemen),123,,NDF,199,,2,1981,1,1,3
230,Yemen (North Yemen),Government of Yemen (North Yemen),123,,NDF,199,,2,1982,1,1,3
230,Yemen (North Yemen),Government of Yemen (North Yemen),123,Government of United States of America,AQAP,881,,2,2009,1,1,4
230,Yemen (North Yemen),Government of Yemen (North Yemen),123,Government of United States of America,AQAP,881,,2,2010,1,1,4
230,Yemen (North Yemen),Government of Yemen (North Yemen),123,Government of United States of America,AQAP,881,,2,2011,2,1,4
230,Yemen (North Yemen),Government of Yemen (North Yemen),123,Government of United States of America,AQAP,881,,2,2012,2,1,4
230,Yemen (North Yemen),Government of Yemen (North Yemen),123,Government of United States of America,AQAP,881,,2,2013,1,1,4
230,Yemen (North Yemen),Government of Yemen (North Yemen),123,Government of United States of America,"Ansarallah, AQAP","1091, 881",,2,2014,2,1,4
230,Yemen (North Yemen),Government of Yemen (North Yemen),123,,"Ansarallah, AQAP, Forces of Hadi","1091, 6254, 881","Government of Bahrain, Government of Egypt, Government of Eritrea, Government of Jordan, Government of Kuwait, Government of Morocco, Government of Qatar, Government of Saudi Arabia, Government of Sudan, Government of United Arab Emirates",2,2015,2,1,4
230,Yemen (North Yemen),Government of Yemen (North Yemen),123,,"AQAP, Forces of Hadi","6254, 881","Government of Bahrain, Government of Egypt, Government of Eritrea, Government of Jordan, Government of Kuwait, Government of Morocco, Government of Qatar, Government of Saudi Arabia, Government of Sudan, Government of United Arab Emirates",2,2016,2,1,4
230,Yemen (North Yemen),Government of Yemen (North Yemen),123,,"AQAP, Forces of Hadi, GPC","6254, 6868, 881","Government of Bahrain, Government of Egypt, Government of Eritrea, Government of Jordan, Government of Morocco, Government of Qatar, Government of Saudi Arabia, Government of Sudan, Government of United Arab Emirates",2,2017,2,1,4
230,Yemen (North Yemen),Government of Yemen (North Yemen),123,,"AQAP, Forces of Hadi","6254, 881","Government of Bahrain, Government of Eritrea, Government of Morocco, Government of Saudi Arabia, Government of Sudan, Government of United Arab Emirates",2,2018,2,1,4
230,Yemen (North Yemen),Government of Yemen (North Yemen),123,,Forces of Hadi,6254,"Government of Bahrain, Government of Saudi Arabia, Government of Sudan, Government of United Arab Emirates",2,2019,2,1,4
230,Yemen (North Yemen),Government of Yemen (North Yemen),123,,Forces of Hadi,6254,"Government of Bahrain, Government of Saudi Arabia, Government of Sudan, Government of United Arab Emirates",2,2020,2,1,4
230,Yemen (North Yemen),Government of Yemen (North Yemen),123,,Forces of Hadi,6254,"Government of Bahrain, Government of Saudi Arabia, Government of Sudan, Government of United Arab Emirates",2,2021,2,1,4
231,Myanmar (Burma),Government of Myanmar (Burma),144,,PNDF,200,,1,1949,1,0,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,PNDF,200,,1,1950,1,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1961,2,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1962,2,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1963,2,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1964,2,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1965,2,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1966,2,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1967,2,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1968,2,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1969,2,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1970,2,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1971,2,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1972,1,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1973,1,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1974,1,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1975,1,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1976,1,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1977,1,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1978,1,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1979,1,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1980,1,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1981,1,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1982,1,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1983,1,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1984,2,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1985,1,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1986,1,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1987,1,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1988,1,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1989,1,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1990,1,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1991,1,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,1992,1,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,2011,1,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,2012,1,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,2013,1,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,2014,1,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,2015,1,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,2016,1,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,2017,1,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,2018,1,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,2019,1,1,3
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,2021,1,1,3
232,"China, Taiwan",Government of China,135,,Government of Taiwan,137,,3,1949,2,1,2
232,"China, Taiwan",Government of China,135,,Government of Taiwan,137,,3,1950,1,1,2
232,"China, Taiwan",Government of China,135,,Government of Taiwan,137,Government of United States of America,3,1954,2,1,2
232,"China, Taiwan",Government of China,135,,Government of Taiwan,137,Government of United States of America,3,1958,2,1,2
233,Guatemala,Government of Guatemala,11,,Military faction (Guatemala),726,,2,1949,1,0,3
233,Guatemala,Government of Guatemala,11,,Forces of Carlos Castillo Armas,727,,2,1954,1,0,3
233,Guatemala,Government of Guatemala,11,,FAR I,728,,2,1963,1,0,3
233,Guatemala,Government of Guatemala,11,,FAR I,728,,2,1965,1,0,3
233,Guatemala,Government of Guatemala,11,,FAR I,728,,2,1966,1,0,3
233,Guatemala,Government of Guatemala,11,,FAR I,728,,2,1967,1,0,3
233,Guatemala,Government of Guatemala,11,,FAR I,728,,2,1968,1,1,3
233,Guatemala,Government of Guatemala,11,,FAR I,728,,2,1969,1,1,3
233,Guatemala,Government of Guatemala,11,,"FAR I, FAR II","728, 729",,2,1970,1,1,3
233,Guatemala,Government of Guatemala,11,,"FAR I, FAR II","728, 729",,2,1971,1,1,3
233,Guatemala,Government of Guatemala,11,,"FAR I, FAR II","728, 729",,2,1972,1,1,3
233,Guatemala,Government of Guatemala,11,,"FAR I, FAR II","728, 729",,2,1973,1,1,3
233,Guatemala,Government of Guatemala,11,,"FAR I, FAR II","728, 729",,2,1974,1,1,3
233,Guatemala,Government of Guatemala,11,,"EGP, FAR II","729, 730",,2,1975,1,1,3
233,Guatemala,Government of Guatemala,11,,"EGP, FAR II","729, 730",,2,1976,1,1,3
233,Guatemala,Government of Guatemala,11,,"EGP, FAR II","729, 730",,2,1977,1,1,3
233,Guatemala,Government of Guatemala,11,,"EGP, FAR II","729, 730",,2,1978,1,1,3
233,Guatemala,Government of Guatemala,11,,"EGP, FAR II, ORPA","729, 730, 731",,2,1979,1,1,3
233,Guatemala,Government of Guatemala,11,,"EGP, FAR II, ORPA","729, 730, 731",,2,1980,1,1,3
233,Guatemala,Government of Guatemala,11,,"EGP, FAR I, FAR II, ORPA","728, 729, 730, 731",,2,1981,1,1,3
233,Guatemala,Government of Guatemala,11,,URNG,732,,2,1982,1,1,3
233,Guatemala,Government of Guatemala,11,,URNG,732,,2,1983,1,1,3
233,Guatemala,Government of Guatemala,11,,URNG,732,,2,1984,1,1,3
233,Guatemala,Government of Guatemala,11,,URNG,732,,2,1985,1,1,3
233,Guatemala,Government of Guatemala,11,,URNG,732,,2,1986,1,1,3
233,Guatemala,Government of Guatemala,11,,URNG,732,,2,1987,1,1,3
233,Guatemala,Government of Guatemala,11,,URNG,732,,2,1988,1,1,3
233,Guatemala,Government of Guatemala,11,,URNG,732,,2,1989,1,1,3
233,Guatemala,Government of Guatemala,11,,URNG,732,,2,1990,1,1,3
233,Guatemala,Government of Guatemala,11,,URNG,732,,2,1991,1,1,3
233,Guatemala,Government of Guatemala,11,,URNG,732,,2,1992,1,1,3
233,Guatemala,Government of Guatemala,11,,URNG,732,,2,1993,1,1,3
233,Guatemala,Government of Guatemala,11,,URNG,732,,2,1994,1,1,3
233,Guatemala,Government of Guatemala,11,,URNG,732,,2,1995,1,1,3
234,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,1949,1,0,3
234,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,1950,1,0,3
234,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,1951,1,0,3
234,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,1952,1,0,3
234,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,1953,1,0,3
234,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,1954,1,0,3
234,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,1955,1,1,3
234,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,1956,1,1,3
234,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,1957,1,1,3
234,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,1958,1,1,3
234,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,1959,1,1,3
234,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,1960,1,1,3
234,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,1961,1,1,3
234,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,1962,1,1,3
234,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,1963,1,1,3
234,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,1964,1,1,3
234,Israel,Government of Israel,121,,"Non PLO groups, PLO","203, 204",,1,1965,1,1,3
234,Israel,Government of Israel,121,,"Non PLO groups, PLO","203, 204",,1,1966,1,1,3
234,Israel,Government of Israel,121,,"Non PLO groups, PLO","203, 204",,1,1967,1,1,3
234,Israel,Government of Israel,121,,"Non PLO groups, PLO","203, 204",,1,1968,1,1,3
234,Israel,Government of Israel,121,,"Non PLO groups, PLO","203, 204",,1,1969,1,1,3
234,Israel,Government of Israel,121,,"Non PLO groups, PLO","203, 204",,1,1970,1,1,3
234,Israel,Government of Israel,121,,"Non PLO groups, PLO","203, 204",,1,1971,1,1,3
234,Israel,Government of Israel,121,,"Non PLO groups, PLO","203, 204",,1,1972,1,1,3
234,Israel,Government of Israel,121,,"Non PLO groups, PLO","203, 204",,1,1973,1,1,3
234,Israel,Government of Israel,121,,"PLO, Rejectionist Front","1067, 204",,1,1974,1,1,3
234,Israel,Government of Israel,121,,"PLO, Rejectionist Front","1067, 204",,1,1975,1,1,3
234,Israel,Government of Israel,121,,"PLO, Rejectionist Front","1067, 204",,1,1976,1,1,3
234,Israel,Government of Israel,121,,"PLO, Rejectionist Front","1067, 204",,1,1977,1,1,3
234,Israel,Government of Israel,121,,"PLO, Rejectionist Front","1067, 204",,1,1978,1,1,3
234,Israel,Government of Israel,121,,"PLO, Rejectionist Front","1067, 204",,1,1979,1,1,3
234,Israel,Government of Israel,121,,"PLO, Rejectionist Front","1067, 204",,1,1980,1,1,3
234,Israel,Government of Israel,121,,"PLO, Rejectionist Front","1067, 204",,1,1981,1,1,3
234,Israel,Government of Israel,121,,"PLO, Rejectionist Front","1067, 204",Government of Syria,1,1982,2,1,4
234,Israel,Government of Israel,121,,"PLO, Rejectionist Front","1067, 204",,1,1983,1,1,3
234,Israel,Government of Israel,121,,"PLO, Rejectionist Front","1067, 204",,1,1984,1,1,3
234,Israel,Government of Israel,121,,"PLO, Rejectionist Front","1067, 204",,1,1985,1,1,3
234,Israel,Government of Israel,121,,"PLO, Rejectionist Front","1067, 204",,1,1986,1,1,3
234,Israel,Government of Israel,121,,"PLO, Rejectionist Front","1067, 204",,1,1987,1,1,3
234,Israel,Government of Israel,121,,"PLO, Rejectionist Front","1067, 204",,1,1988,1,1,3
234,Israel,Government of Israel,121,,"PFLP, PFLP-GC","205, 206",,1,1989,1,1,3
234,Israel,Government of Israel,121,,Fatah,207,,1,1990,1,1,3
234,Israel,Government of Israel,121,,Fatah,207,,1,1991,1,1,3
234,Israel,Government of Israel,121,,Fatah,207,,1,1992,1,1,3
234,Israel,Government of Israel,121,,Hamas,209,,1,1993,1,1,3
234,Israel,Government of Israel,121,,Hamas,209,,1,1994,1,1,3
234,Israel,Government of Israel,121,,PIJ,208,,1,1995,1,1,3
234,Israel,Government of Israel,121,,PNA,210,,1,1996,1,1,3
234,Israel,Government of Israel,121,,"Fatah, PNA","207, 210",,1,2000,1,1,3
234,Israel,Government of Israel,121,,"Fatah, Hamas, PFLP, PIJ, PNA","205, 207, 208, 209, 210",,1,2001,1,1,3
234,Israel,Government of Israel,121,,"AMB, Fatah, Hamas, PIJ, PNA","207, 208, 209, 210, 211",,1,2002,1,1,3
234,Israel,Government of Israel,121,,"AMB, Hamas, PIJ","208, 209, 211",,1,2003,1,1,3
234,Israel,Government of Israel,121,,"AMB, Hamas, PIJ","208, 209, 211",,1,2004,1,1,3
234,Israel,Government of Israel,121,,"Fatah, Hamas, PIJ","207, 208, 209",,1,2005,1,1,3
234,Israel,Government of Israel,121,,"Fatah, Hamas, PIJ, PRC","207, 208, 209, 212",,1,2006,1,1,3
234,Israel,Government of Israel,121,,"Fatah, Hamas, PIJ","207, 208, 209",,1,2007,1,1,3
234,Israel,Government of Israel,121,,"Hamas, PIJ","208, 209",,1,2008,1,1,3
234,Israel,Government of Israel,121,,"Hamas, PIJ","208, 209",,1,2009,1,1,3
234,Israel,Government of Israel,121,,PIJ,208,,1,2010,1,1,3
234,Israel,Government of Israel,121,,"Hamas, PIJ","208, 209",,1,2011,1,1,3
234,Israel,Government of Israel,121,,"Hamas, PIJ","208, 209",,1,2012,1,1,3
234,Israel,Government of Israel,121,,"Hamas, PIJ","208, 209",,1,2014,2,1,3
234,Israel,Government of Israel,121,,Hamas,209,,1,2018,1,1,3
234,Israel,Government of Israel,121,,PIJ,208,,1,2019,1,1,3
234,Israel,Government of Israel,121,,"Hamas, PIJ","208, 209",,1,2021,1,1,3
235,"North Korea, South Korea",Government of North Korea,138,,Government of South Korea,139,,1,1949,1,0,2
235,"North Korea, South Korea",Government of North Korea,138,"Government of China, Government of Russia (Soviet Union)",Government of South Korea,139,"Government of Australia, Government of Canada, Government of France, Government of Greece, Government of New Zealand, Government of Philippines, Government of South Africa, Government of Thailand, Government of Turkey, Government of United Kingdom, Government of United States of America",1,1950,2,1,2
235,"North Korea, South Korea",Government of North Korea,138,"Government of China, Government of Russia (Soviet Union)",Government of South Korea,139,"Government of Australia, Government of Belgium, Government of Canada, Government of Colombia, Government of Ethiopia, Government of France, Government of Greece, Government of Luxembourg, Government of Netherlands, Government of New Zealand, Government of Philippines, Government of South Africa, Government of Thailand, Government of Turkey, Government of United Kingdom, Government of United States of America",1,1951,2,1,2
235,"North Korea, South Korea",Government of North Korea,138,"Government of China, Government of Russia (Soviet Union)",Government of South Korea,139,"Government of Australia, Government of Belgium, Government of Canada, Government of Colombia, Government of Ethiopia, Government of France, Government of Greece, Government of Luxembourg, Government of Netherlands, Government of New Zealand, Government of Philippines, Government of South Africa, Government of Thailand, Government of Turkey, Government of United Kingdom, Government of United States of America",1,1952,2,1,2
235,"North Korea, South Korea",Government of North Korea,138,"Government of China, Government of Russia (Soviet Union)",Government of South Korea,139,"Government of Australia, Government of Belgium, Government of Canada, Government of Colombia, Government of Ethiopia, Government of France, Government of Greece, Government of Luxembourg, Government of Netherlands, Government of New Zealand, Government of Philippines, Government of South Africa, Government of Thailand, Government of Turkey, Government of United Kingdom, Government of United States of America",1,1953,2,1,2
236,China,Government of China,135,,Tibet,213,,1,1950,1,0,3
236,China,Government of China,135,,Tibet,213,,1,1956,2,1,3
236,China,Government of China,135,,Tibet,213,,1,1959,2,1,3
237,Indonesia,Government of Indonesia,155,,Republic of South Moluccas,214,,1,1950,2,1,3
238,United States of America,Government of United States of America,3,,Puerto Rican Nationalist Party,733,,1,1950,1,0,1
239,"Egypt, United Kingdom",Government of Egypt,117,,Government of United Kingdom,28,,1,1951,1,0,2
239,"Egypt, United Kingdom",Government of Egypt,117,,Government of United Kingdom,28,,1,1952,1,0,2
240,Thailand,Government of Thailand,147,,Military faction (navy),215,,2,1951,1,0,3
240,Thailand,Government of Thailand,147,,CPT,216,,2,1974,1,1,3
240,Thailand,Government of Thailand,147,,CPT,216,,2,1975,1,1,3
240,Thailand,Government of Thailand,147,,CPT,216,,2,1976,1,1,3
240,Thailand,Government of Thailand,147,,CPT,216,,2,1977,1,1,3
240,Thailand,Government of Thailand,147,,CPT,216,,2,1978,1,1,3
240,Thailand,Government of Thailand,147,,CPT,216,,2,1979,1,1,3
240,Thailand,Government of Thailand,147,,CPT,216,,2,1980,1,1,3
240,Thailand,Government of Thailand,147,,CPT,216,,2,1981,1,1,3
240,Thailand,Government of Thailand,147,,CPT,216,,2,1982,1,1,3
241,Kenya,Government of United Kingdom,28,,Mau Mau,400,,1,1952,1,0,1
241,Kenya,Government of United Kingdom,28,,Mau Mau,400,,1,1953,2,1,1
241,Kenya,Government of United Kingdom,28,,Mau Mau,400,,1,1954,2,1,1
241,Kenya,Government of United Kingdom,28,,Mau Mau,400,,1,1955,2,1,1
241,Kenya,Government of United Kingdom,28,,Mau Mau,400,,1,1956,2,1,1
242,Cuba,Government of Cuba,5,,M-26-7,734,,2,1953,1,0,3
242,Cuba,Government of Cuba,5,,M-26-7,734,,2,1956,1,0,3
242,Cuba,Government of Cuba,5,,M-26-7,734,,2,1957,1,0,3
242,Cuba,Government of Cuba,5,,M-26-7,734,,2,1958,2,1,3
242,Cuba,Government of Cuba,5,,Cuban Revolutionary Council,735,Government of United States of America,2,1961,1,1,4
243,Indonesia,Government of Indonesia,155,,Darul Islam,217,,2,1953,2,1,3
243,Indonesia,Government of Indonesia,155,,"Darul Islam, Permesta Movement, PRRI","217, 218, 219",,2,1958,2,1,3
243,Indonesia,Government of Indonesia,155,,"Darul Islam, Permesta Movement, PRRI","217, 218, 219",,2,1959,2,1,3
243,Indonesia,Government of Indonesia,155,,"Darul Islam, Permesta Movement, PRRI","217, 218, 219",,2,1960,1,1,3
243,Indonesia,Government of Indonesia,155,,"Darul Islam, Permesta Movement, PRRI","217, 218, 219",,2,1961,2,1,3
244,Morocco,Government of France,33,,Istiqlal,401,,1,1953,1,0,1
244,Morocco,Government of France,33,,Istiqlal,401,,1,1954,1,0,1
244,Morocco,Government of France,33,,Istiqlal,401,,1,1955,1,0,1
244,Morocco,Government of France,33,,Istiqlal,401,,1,1956,1,0,1
245,Tunisia,Government of France,33,,National Liberation Army,402,,1,1953,1,0,1
245,Tunisia,Government of France,33,,National Liberation Army,402,,1,1954,1,0,1
245,Tunisia,Government of France,33,,National Liberation Army,402,,1,1955,1,0,1
245,Tunisia,Government of France,33,,National Liberation Army,402,,1,1956,1,0,1
246,Algeria,Government of France,33,,FLN,403,,1,1954,1,0,1
246,Algeria,Government of France,33,,"FLN , MNA","403, 404",,1,1955,2,1,1
246,Algeria,Government of France,33,,"FLN , MNA","403, 404",,1,1956,2,1,1
246,Algeria,Government of France,33,,"FLN , MNA","403, 404",,1,1957,2,1,1
